dataset,granularity,model,fold,method,reference,ece_method,ece_reference,delta_ece,ci_low,ci_high,p,best_lambda,n_students,family_key,p_holm,reject_holm,family_size
algebra2005,concept,dkt,3,concept_aware_eb,isotonic,0.0018786020131563073,0.002485079011042532,-0.0006064769978862249,-0.0010035894270045672,0.0008539017606102003,0.7643235676432357,5000.0,114,concept|f3|concept_aware_eb,1.0,False,28
algebra2005,concept,dkt,3,difficulty_bucket,isotonic,0.002223127688184043,0.002485079011042532,-0.00026195132285848936,-0.000879338905253316,0.0006427404551392061,0.8685131486851315,5000.0,114,concept|f3|difficulty_bucket,1.0,False,28
algebra2005,concept,dkt,4,none,isotonic,0.00584591754192883,0.001642277179815256,0.004203640362113574,0.00041822751479987484,0.005284196090506064,0.015798420157984203,1000.0,114,concept|f4|none,0.12638736126387362,False,28
algebra2005,concept,dkt,4,concept_aware_lambda0,isotonic,0.0043736373156667415,0.001642277179815256,0.002731360135851486,0.0008432743302533315,0.004064128123949463,0.0035996400359964,1000.0,114,concept|f4|concept_aware_lambda0,0.0287971202879712,True,28
algebra2005,concept,dkt,4,concept_aware_eb,isotonic,0.0022039741399496535,0.001642277179815256,0.0005616969601343975,-0.0008382633917657046,0.001835794181204299,0.5577442255774423,1000.0,114,concept|f4|concept_aware_eb,1.0,False,28
algebra2005,concept,dkt,4,difficulty_bucket,isotonic,0.0017004419519941049,0.001642277179815256,5.8164772178848946e-05,-0.00017310255420380347,0.00014215556356362408,0.8877112288771123,1000.0,114,concept|f4|difficulty_bucket,1.0,False,28
algebra2005,concept,sakt,0,none,isotonic,0.029569697363122493,0.00689179406330663,0.022677903299815862,0.01238994549958256,0.03111480494339174,0.00019998000199980003,100000.0,114,concept|f0|none,0.005599440055994401,True,28
algebra2005,concept,sakt,0,concept_aware_lambda0,isotonic,0.008663054550225199,0.00689179406330663,0.001771260486918569,-0.0007843295843376111,0.0031113227650103577,0.17318268173182683,100000.0,114,concept|f0|concept_aware_lambda0,0.6927307269273073,False,28
algebra2005,concept,sakt,0,concept_aware_eb,isotonic,0.006690006438600101,0.00689179406330663,-0.00020178762470652884,-0.0003984164799759595,0.00019721306240573876,0.27377262273772623,100000.0,114,concept|f0|concept_aware_eb,1.0,False,28
algebra2005,concept,sakt,0,difficulty_bucket,isotonic,0.006864430285381976,0.00689179406330663,-2.736377792465338e-05,-0.0002843492578524719,3.495611664862015e-05,0.11898810118988101,100000.0,114,concept|f0|difficulty_bucket,1.0,False,28
algebra2005,concept,sakt,1,none,isotonic,0.028000225702417055,0.006739174146852229,0.021261051555564826,0.011568512005495421,0.0280832622178032,0.00019998000199980003,100000.0,114,concept|f1|none,0.005599440055994401,True,28
algebra2005,concept,sakt,1,concept_aware_lambda0,isotonic,0.007702402211262378,0.006739174146852229,0.0009632280644101491,-0.0013014487088963873,0.0041845820234052335,0.5281471852814719,100000.0,114,concept|f1|concept_aware_lambda0,1.0,False,28
algebra2005,concept,sakt,1,concept_aware_eb,isotonic,0.006638675262293858,0.006739174146852229,-0.00010049888455837108,-0.00029029505028385725,0.0002631867563672618,0.49175082491750827,100000.0,114,concept|f1|concept_aware_eb,1.0,False,28
algebra2005,concept,sakt,1,difficulty_bucket,isotonic,0.006766785361119543,0.006739174146852229,2.7611214267314263e-05,-0.0001632897291564909,0.00017180720465690062,0.30556944305569445,100000.0,114,concept|f1|difficulty_bucket,1.0,False,28
algebra2005,concept,sakt,2,none,isotonic,0.02560134505072354,0.004430170320740622,0.02117117472998292,0.012274050943932118,0.0247520466034079,0.00019998000199980003,100000.0,114,concept|f2|none,0.005599440055994401,True,28
algebra2005,concept,sakt,2,concept_aware_lambda0,isotonic,0.007011555153913408,0.004430170320740622,0.002581384833172786,0.001282322293829833,0.004534016197480322,0.001999800019998,100000.0,114,concept|f2|concept_aware_lambda0,0.015998400159984,True,28
algebra2005,concept,sakt,2,concept_aware_eb,isotonic,0.0043057187574235736,0.004430170320740622,-0.00012445156331704864,-0.00036154314296645555,0.00020973767400811095,0.5093490650934906,100000.0,114,concept|f2|concept_aware_eb,1.0,False,28
algebra2005,concept,sakt,2,difficulty_bucket,isotonic,0.0048265715680115675,0.004430170320740622,0.00039640124727094526,-1.402849495102951e-05,0.0006110926759917023,0.1151884811518848,100000.0,114,concept|f2|difficulty_bucket,1.0,False,28
algebra2005,concept,sakt,3,none,isotonic,0.02173147501190255,0.004150203573837841,0.01758127143806471,0.012422954262207967,0.020422337721126706,0.00019998000199980003,5000.0,114,concept|f3|none,0.005599440055994401,True,28
algebra2005,concept,sakt,3,concept_aware_lambda0,isotonic,0.006968630889426013,0.004150203573837841,0.002818427315588172,0.0005332409100924407,0.004982269027993176,0.013398660133986601,5000.0,114,concept|f3|concept_aware_lambda0,0.127987201279872,False,28
algebra2005,concept,sakt,3,concept_aware_eb,isotonic,0.004537448814020345,0.004150203573837841,0.00038724524018250456,-0.0009256272628541574,0.0017803486520854938,0.3975602439756024,5000.0,114,concept|f3|concept_aware_eb,1.0,False,28
algebra2005,concept,sakt,3,difficulty_bucket,isotonic,0.0041560978019247324,0.004150203573837841,5.8942280868915994e-06,-0.00011762386714139036,0.00014161553265358846,0.8133186681331867,5000.0,114,concept|f3|difficulty_bucket,1.0,False,28
algebra2005,concept,sakt,4,none,isotonic,0.022701903371821045,0.0024134632663364492,0.020288440105484595,0.013938304206839875,0.02145199812163481,0.00019998000199980003,5000.0,114,concept|f4|none,0.005599440055994401,True,28
algebra2005,concept,sakt,4,concept_aware_lambda0,isotonic,0.004800287913018166,0.0024134632663364492,0.0023868246466817165,0.00019883510181798483,0.003773510855891729,0.033396660333966606,5000.0,114,concept|f4|concept_aware_lambda0,0.16698330166983302,False,28
algebra2005,concept,sakt,4,concept_aware_eb,isotonic,0.0029789997829560307,0.0024134632663364492,0.0005655365166195815,-0.0009914024219375437,0.0014281639456702824,0.6167383261673832,5000.0,114,concept|f4|concept_aware_eb,1.0,False,28
algebra2005,concept,sakt,4,difficulty_bucket,isotonic,0.0026750533935222345,0.0024134632663364492,0.00026159012718578525,-0.00032631823120409637,0.00038540463929323017,0.7545245475452454,5000.0,114,concept|f4|difficulty_bucket,1.0,False,28
algebra2005,concept,akt,0,none,isotonic,0.0039346539124985565,0.007145737599466832,-0.0032110836869682757,-0.007811448655436228,0.0070681901104943145,0.5869413058694131,inf,114,concept|f0|none,0.9491050894910509,False,28
algebra2005,concept,akt,0,concept_aware_lambda0,isotonic,0.0071243878366944345,0.007145737599466832,-2.1349762772397696e-05,-0.0013164927762372215,0.002026894298883912,0.9991000899910009,inf,114,concept|f0|concept_aware_lambda0,1.0,False,28
algebra2005,concept,akt,0,concept_aware_eb,isotonic,0.007145737599466832,0.007145737599466832,0.0,0.0,0.0,1.0,inf,114,concept|f0|concept_aware_eb,1.0,False,28
algebra2005,concept,akt,0,difficulty_bucket,isotonic,0.007153622080443317,0.007145737599466832,7.884480976484871e-06,-6.236352579265507e-05,0.0002908287134585973,0.5423457654234577,inf,114,concept|f0|difficulty_bucket,1.0,False,28
algebra2005,concept,akt,1,none,isotonic,0.0041560290620888595,0.007085577667196234,-0.0029295486051073745,-0.0066984022996350295,0.006331988679288216,0.5515448455154485,5000.0,114,concept|f1|none,1.0,False,28
algebra2005,concept,akt,1,concept_aware_lambda0,isotonic,0.007198346988574247,0.007085577667196234,0.00011276932137801315,-0.0019800789076122555,0.0038598601994097584,0.7537246275372462,5000.0,114,concept|f1|concept_aware_lambda0,1.0,False,28
algebra2005,concept,akt,1,concept_aware_eb,isotonic,0.005724113617555766,0.007085577667196234,-0.0013614640496404677,-0.001552590250594379,0.0003913980825276458,0.1287871212878712,5000.0,114,concept|f1|concept_aware_eb,1.0,False,28
